repository_relative_path,onedrive_folder,size_bytes,sha256,upload_required,priority,public_release_note,upload_priority,priority_reason,onedrive_target_relative_path,source_exists,git_tracked,link_from_publication_page,required_before_submission
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/trials_optics.csv,04_processed_trajectories_and_features/,5909,84a3317c7b6f1638ceff24c4a75c4b80b9b4782c9c82c31573b223d22bd92dfe,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/trials_optics.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/trials_optics_coarse.csv,04_processed_trajectories_and_features/,2959,046c0956d0d9a2c2aca7d894d52f129c42fec40b9f2c074294a52bf2fdb4bb33,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/trials_optics_coarse.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/trials_optics_fine.csv,04_processed_trajectories_and_features/,3079,7ba25644820cab13729b4b6575136c6dbeba07cf8e9b1fdb32f34f72145cce22,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/trials_optics_fine.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/birch_clusters_montage.png,04_processed_trajectories_and_features/,2123111,e5fec9068f51e1561233da9e6918cd482fdbcdf789a962fdf641c63a742c2964,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/birch_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/birch_clusters_overlay.png,04_processed_trajectories_and_features/,2202851,ad446cb49fe043d182a5ffb323e3354600fd04908975f6809df62ea3aee23c22,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/birch_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/dbscan_clusters_montage.png,04_processed_trajectories_and_features/,876514,f1b344b39780c20356e86825b43009235ed453c3a093c167ddd0545cc7010ad9,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/dbscan_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/dbscan_clusters_overlay.png,04_processed_trajectories_and_features/,2201972,ed273ffc715eee2dea92da4f82aab41ab9c8f316ccd09fd767a4913b7ded812d,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/dbscan_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/gmm_clusters_montage.png,04_processed_trajectories_and_features/,2726714,983659da80445141e9b53be368b9a84db977340fca4fbab3feaf809d73c5bbc8,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/gmm_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/gmm_clusters_overlay.png,04_processed_trajectories_and_features/,2207595,58acac3d8cce208b6020c5c2d7c08080bf338a639cf08e34d6659f029f4cf620,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/gmm_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/hdbscan_clusters_montage.png,04_processed_trajectories_and_features/,2735047,3ecb161db12847c5033e43ae7442a04026aa026462a175f3e66d1b9cbf27405e,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/hdbscan_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/hdbscan_clusters_overlay.png,04_processed_trajectories_and_features/,2192324,6723acc6e973b42638e2d48583bbdc665f8adc3784a1f709796784104060a0c7,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/hdbscan_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/kmeans_clusters_montage.png,04_processed_trajectories_and_features/,2677149,d40f7e318a7ccc0e2718989be2b5ceba038b0538808c25d60a103d9d4c8de132,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/kmeans_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/kmeans_clusters_overlay.png,04_processed_trajectories_and_features/,2205565,cbdfaac2dc9567303f88d326752cb5df342e8a86e26b45792e754a35546e049e,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/kmeans_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/optics_clusters_montage.png,04_processed_trajectories_and_features/,2588380,49485d0e8e5cd7ed047e39de24835e7cc0dd81516d6c0ca15eb7bd4e71e5410b,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/optics_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/optics_clusters_overlay.png,04_processed_trajectories_and_features/,2168671,34b62a2581a605515ce4aa46789f5523b018b226f79db54ca985f616a1570a91,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_coords_only/visualizations/optics_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/labels_birch.parquet,04_processed_trajectories_and_features/,133950,e82bab2156421027efe2d1edfdd1cc4551a13ca005880162adfb345af6a9bb39,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/labels_birch.parquet,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/labels_dbscan.parquet,04_processed_trajectories_and_features/,129431,60824cfca7713a82e405af52d27292bfeafdb0168ff97c0985af44b66f10f9f5,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/labels_dbscan.parquet,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/labels_gmm.parquet,04_processed_trajectories_and_features/,133966,be6dede88180f5cfc8912f5ab3beb95d37e70225f8392313a2e1048bee7aee16,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/labels_gmm.parquet,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/labels_hdbscan.parquet,04_processed_trajectories_and_features/,133971,3687c622cc6505389b22690867b78e579354f5eb5cc00cb47752027c8f42bcad,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/labels_hdbscan.parquet,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/labels_kmeans.parquet,04_processed_trajectories_and_features/,133922,447c50f320169917f988ba81b1f1bca7f54ab3298f4f6e1c27a7e24d3cc82427,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/labels_kmeans.parquet,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/labels_optics.parquet,04_processed_trajectories_and_features/,133975,ddf2872c2cbf240f8c532b397f13e1ff77ec697c10cd3bd186bd05028c652a27,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/labels_optics.parquet,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/methods_summary.csv,04_processed_trajectories_and_features/,1445,4ea87d54aa819a2ef2103c76fcf61ad1fc00b4898c4c6b52589bf73179917bc5,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/methods_summary.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/methods_summary.partial.csv,04_processed_trajectories_and_features/,1445,4ea87d54aa819a2ef2103c76fcf61ad1fc00b4898c4c6b52589bf73179917bc5,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/methods_summary.partial.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/stats_birch.json,04_processed_trajectories_and_features/,482,953cc093a31a770cd81448271c83c32e819e1d9a68d98fbd281bee9792bd6fab,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/stats_birch.json,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/stats_dbscan.json,04_processed_trajectories_and_features/,462,8e01f6e47b2a86d0afa4c64ea706dab2393e696fde0bb005ecfeb355ebb1d340,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/stats_dbscan.json,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/stats_gmm.json,04_processed_trajectories_and_features/,467,c5ec10867b31359f03f45a9e098b4982e1f4389351cb24547dd2a8b05971bcb0,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/stats_gmm.json,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/stats_hdbscan.json,04_processed_trajectories_and_features/,502,383a14c0bba74d6fb1d9ff6378a8d58d4f7c586ece73950aea653d945d2a6b58,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/stats_hdbscan.json,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/stats_kmeans.json,04_processed_trajectories_and_features/,512,06bcab59dfb5ade969b37ad9ed17719899d3dc62c9ef01c21525223a10095313,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/stats_kmeans.json,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/stats_optics.json,04_processed_trajectories_and_features/,506,4fcc5fe0556cb254798f2dd9a3215200d84cd5d85dfbc0b754f11ca086e9986f,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/stats_optics.json,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_birch.csv,04_processed_trajectories_and_features/,3562,b3349680c1a4b9a40a9569715fc77c7ee1453bca1805573b9ca0171d233a603e,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_birch.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_birch_coarse.csv,04_processed_trajectories_and_features/,1246,235438c6acce5975cdead0737d088282464feed8ad6e3d51f3cdcb5b23900a1b,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_birch_coarse.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_birch_fine.csv,04_processed_trajectories_and_features/,2438,5ffe302be77676b0e99d443616f97fe6cfebe1c059468df40da524dc9c06994e,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_birch_fine.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_dbscan.csv,04_processed_trajectories_and_features/,3589,89ac887ca52608e4467af396a80152938e8a9beff768816aed2911e8b674661a,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_dbscan.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_dbscan_coarse.csv,04_processed_trajectories_and_features/,1279,009a7587ebc88bdbbbf8c7362068c5299c7ac3a316b7b28873cefed88ad91010,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_dbscan_coarse.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_dbscan_fine.csv,04_processed_trajectories_and_features/,2439,6a439ccc4372ce979b0557b7fc1e01c00c5b308a2c0ca0dcee1e577af5dd215f,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_dbscan_fine.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_gmm.csv,04_processed_trajectories_and_features/,1397,efe643c95aab00a8071a801dceb20b785bc7c64069ea52a44029dc43aad3884d,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_gmm.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_gmm_coarse.csv,04_processed_trajectories_and_features/,854,5b5bb036d5b014a41c2331fe0c6fe9203481ea7e9cf10340e9dacbf6d3ae2c4a,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_gmm_coarse.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_gmm_fine.csv,04_processed_trajectories_and_features/,665,367f016b1b92c3cf49a8840d368002976f246b405bf1c93c676dec65f2c0b9b1,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_gmm_fine.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_hdbscan.csv,04_processed_trajectories_and_features/,4622,13d5abd0d6abee096280524baf633c767711af71b0c14cee0f8b60a3727fe91c,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_hdbscan.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_hdbscan_coarse.csv,04_processed_trajectories_and_features/,1941,8cbb47b684acfa49bb3bccc532e7f7602fa54188a29b568515085c78690405a2,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_hdbscan_coarse.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_hdbscan_fine.csv,04_processed_trajectories_and_features/,2832,53b581c98cb67d24ab0ddbafa078389c5577ff1e91f3c822b0a612759e3219bd,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_hdbscan_fine.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_kmeans.csv,04_processed_trajectories_and_features/,4873,64199b561fab5b92e5d0e262d8ad74fb8bc2887422efa9e146f6c70dee6f5658,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_kmeans.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_kmeans_coarse.csv,04_processed_trajectories_and_features/,2574,0dd221bfa8451b6fdf88846b467bddb0a09694023722970f1e4303584db28867,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_kmeans_coarse.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_kmeans_fine.csv,04_processed_trajectories_and_features/,2446,f7b9d160a859351ee4fa89f6b9342083b3bc93e43812baea9824b1ca0ad6ceb0,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_kmeans_fine.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_optics.csv,04_processed_trajectories_and_features/,6000,98a0dd9925075b67621077c25a93e50c29aa9d56398d623ee8e65a6f89531216,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_optics.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_optics_coarse.csv,04_processed_trajectories_and_features/,2973,475ba6c56a494b4a14b9e725fad362f1e132bbc50b62167bc6671db2c841a480,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_optics_coarse.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_optics_fine.csv,04_processed_trajectories_and_features/,3156,f032aa0775244c156e0e16c1523b84259d4b633536389faf2f2c1e32d8b2ce91,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/trials_optics_fine.csv,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/visualizations/birch_clusters_montage.png,04_processed_trajectories_and_features/,2106311,1a612dddd59bf74605d6d16150ebd47405639d3ca860428c33d3a3232f70cbe7,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/visualizations/birch_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/visualizations/birch_clusters_overlay.png,04_processed_trajectories_and_features/,2200515,af849025f4af19a55fd769c0fa1e5abb5fe85c46349764374046421f21b9798b,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/visualizations/birch_clusters_overlay.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/visualizations/dbscan_clusters_montage.png,04_processed_trajectories_and_features/,876514,f1b344b39780c20356e86825b43009235ed453c3a093c167ddd0545cc7010ad9,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/visualizations/dbscan_clusters_montage.png,true,false,false,true
data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/visualizations/dbscan_clusters_overlay.png,04_processed_trajectories_and_features/,2201972,ed273ffc715eee2dea92da4f82aab41ab9c8f316ccd09fd767a4913b7ded812d,true,high,onedrive_data_release; compact summaries in github where appropriate,P0,processed trajectory/feature artifact needed to reproduce reported results,04_processed_trajectories_and_features/data/processed/bellevue_150th_eastgate/experiments/eastgate_expected13_iso_scaler/method_comparison_variant_plus_direction/visualizations/dbscan_clusters_overlay.png,true,false,false,true
